time_basis,test,level,run,segment,marker,time,vision_x,vision_y,vision_z,mocap_x_interp,mocap_y_interp,mocap_z_interp,error_x,error_y,error_z,error_3d,target_x,target_y,target_z,roll_deg,pitch_deg,yaw_deg,marker_x,marker_y,marker_z,absolute_x,absolute_y,absolute_z,centered_x,centered_y,centered_z,run_reference_roll_deg,run_reference_pitch_deg,run_reference_yaw_deg
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435763.96,0.8942733858840497,0.7574576741444765,2.2032022404310885,0.898989043452523,0.7436591766097329,2.1902670643546363,-0.0047156575684732,0.0137984975347436,0.0129351760764522,0.0194924277771714,0.875,0.716,2.2,0.3369350433349609,1.444959044456482,-2.505698680877685,1.2718,0.6895,2.21,0.8975658211432462,0.7739382589237159,2.213123968866668,0.8979442622965184,0.775618858074847,2.212495805723032,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435764.11,0.8945575433577337,0.7471181127126637,2.202424222170322,0.8958600038312065,0.7294947969428638,2.188382675230784,-0.0013024604734727,0.0176233157697999,0.0140415469395378,0.0225708374337834,0.875,0.716,2.2,-0.2533013522624969,1.175821304321289,-1.8270716667175295,1.2718,0.6895,2.21,0.8965040758186369,0.7590849986693347,2.209912428136657,0.8968197399016256,0.7607628780323272,2.2092808568354343,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435764.26,0.8985897904188505,0.7393194382081084,2.201921327604492,0.8896823048591613,0.7160229086875916,2.188549757003784,0.0089074855596891,0.0232965295205168,0.0133715706007078,0.0282996552457109,0.875,0.716,2.2,-0.8315500617027283,0.4184718430042267,-0.5271456241607666,1.2718,0.6895,2.21,0.8990084910352016,0.7426289886644654,2.203925190217723,0.8992596547222573,0.7442890227529186,2.203295073992091,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435764.4,0.8991710391641539,0.7357966316660699,2.199226755341362,0.8813625326213472,0.7036332419664849,2.190465372099507,0.0178085065428066,0.0321633896995849,0.0087613832418549,0.0377940256993511,0.875,0.716,2.2,-1.4759329557418823,-0.4230185449123382,0.5119346976280212,1.2718,0.6895,2.21,0.898873345686576,0.7321734532162238,2.1952870719807436,0.8990918909597239,0.7338251741177555,2.194646571954335,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435764.54,0.8738526010812036,0.7334167880069381,2.1912815599302484,0.8750531673431396,0.6958267092704773,2.1917295455932617,-0.001200566261936,0.0375900787364608,-0.0004479856630132,0.037611913935838,0.875,0.716,2.2,-1.9024468660354612,-1.134731650352478,0.7696574330329895,1.2718,0.6895,2.21,0.8737846149225544,0.7274281885401734,2.181957134072269,0.8740045665427212,0.7291803234523851,2.1812691520317165,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435764.69,0.8826092908300184,0.7294908914331836,2.191720377449355,0.8733748495578766,0.6943794786930084,2.191927433013916,0.0092344412721417,0.0351114127401751,-0.000207055564561,0.0363060474608072,0.875,0.716,2.2,-1.6366541385650637,-0.9979457855224609,0.4395622014999389,1.2718,0.6895,2.21,0.8827152268915505,0.7259686095298756,2.1838102318347077,0.8829250122622019,0.7276840821769599,2.183147739710065,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435764.84,0.8753334933963127,0.7282755890699856,2.19416032909416,0.8748419880867004,0.6979244947433472,2.192128896713257,0.0004915053096122,0.0303510943266384,0.0020314323809031,0.0304229719424657,0.875,0.716,2.2,-0.3806303739547729,-0.5450271368026733,0.1747379004955291,1.2718,0.6895,2.21,0.8753884616372926,0.7269607265888983,2.1901324748142894,0.8755915346962887,0.7287247377957494,2.1894962367553226,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435764.98,0.8749542161565347,0.7307107968096356,2.1947854568420624,0.8782576203346253,0.7017765760421752,2.1917015075683595,-0.0033034041780906,0.0289342207674603,0.0030839492737029,0.0292850192710664,0.875,0.716,2.2,0.6794315576553345,0.189126119017601,0.0453087240457534,1.2718,0.6895,2.21,0.8748751683135438,0.7305744440881214,2.196585221393761,0.8750841985505268,0.7323519010909398,2.1959758884517195,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435765.12,0.8887979896739469,0.7305436736082808,2.2014550409716818,0.8823801344942316,0.7038920746008691,2.1900987651520114,0.0064178551797152,0.0266515990074116,0.0113562758196703,0.0296725731147821,0.875,0.716,2.2,0.6729308366775513,1.1000409126281738,-0.3587312996387481,1.2718,0.6895,2.21,0.8889788894067527,0.7330388967371808,2.2092920897524064,0.8891800629741604,0.7347596029065626,2.2086994166925393,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435765.26,0.8895313279375048,0.7279067495432385,2.201318900677911,0.8843358039855957,0.7036169767379761,2.188567972183228,0.005195523951909,0.0242897728052624,0.0127509284946834,0.027920829313304,0.875,0.716,2.2,0.2825717329978943,0.6576138138771057,-0.980128288269043,1.2718,0.6895,2.21,0.8901726834234944,0.7344836536660359,2.2058963818634956,0.8903851749700664,0.736194706956908,2.205297540437798,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435765.41,0.8824037869506898,0.7245898053509123,2.1951984174665373,0.8845827935053368,0.701359848804457,2.1885129692508256,-0.0021790065546469,0.0232299565464553,0.0066854482157117,0.0242708501820673,0.875,0.716,2.2,-0.1598669290542602,0.3462699353694916,-1.5248132944107056,1.2718,0.6895,2.21,0.8833914024845673,0.7348999484599774,2.197454160923651,0.8836179634624569,0.7366297378273547,2.196836172893341,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435765.56,0.8809842764118528,0.7219624267442049,2.194314712566327,0.8847970956554443,0.6992405418371896,2.18928008047742,-0.0038128192435914,0.0227218849070152,0.0050346320889071,0.0235832390604556,0.875,0.716,2.2,-0.5557134747505188,-0.0623893998563289,-1.3576717376708984,1.2718,0.6895,2.21,0.8818771517693303,0.7310591227768016,2.19357505137202,0.8820925890893494,0.7327908689042153,2.192947089791999,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435765.7,0.8866585565446174,0.7252049950699543,2.195120334953101,0.8868673205375671,0.6997631549835205,2.1901010513305668,-0.0002087639929496,0.0254418400864337,0.0050192836225342,0.0259330680304483,0.875,0.716,2.2,-1.1178381443023682,0.4679571092128753,0.1472810953855514,1.2718,0.6895,2.21,0.8864544650199605,0.7239174854172802,2.1975726937654416,0.8866318693564681,0.725623458168082,2.1969313551469574,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435765.84,0.889699215844494,0.7364873726132116,2.1981783019157386,0.8890886902809143,0.7035998702049255,2.1906185150146484,0.0006105255635796,0.032887502408286,0.0075597869010901,0.0337507175347236,0.875,0.716,2.2,-0.8649008274078369,0.4781043529510498,2.138308525085449,1.2718,0.6895,2.21,0.8881277699397507,0.7220106862349416,2.2006592214420246,0.8882922353179759,0.7237157397622426,2.2000173869122115,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435765.99,0.8881468182295746,0.7487525679175546,2.1986830834151943,0.8905072212219238,0.7093828022480011,2.191505193710327,-0.0023604029923491,0.0393697656695535,0.0071778897048671,0.0400883031790706,0.875,0.716,2.2,0.2285153567790985,0.6784117221832275,3.5491783618927006,1.2718,0.6895,2.21,0.885107741133053,0.72492690277966,2.203462815575384,0.8852813526430274,0.726658074652078,2.2028364797850615,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435766.13,0.9009316735615224,0.7545592149172997,2.201929848765844,0.8908804715118691,0.7135479157904704,2.192201542938608,0.0100512020496532,0.0410112991268293,0.0097283058272363,0.0433312041487594,0.875,0.716,2.2,1.0577248582832917,0.5432662601700422,3.688905340436034,1.2718,0.6895,2.21,0.8974570098007266,0.7306975786922129,2.20664894935275,0.8976523416225376,0.7323852739311596,2.206059523837686,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435766.27,0.9042640467821526,0.7542578694016389,2.2007993869568527,0.8910175204277039,0.7139171063899994,2.192446494102478,0.0132465263544486,0.0403407630116394,0.0083528928543747,0.0432737615635274,0.875,0.716,2.2,0.6798675656318665,0.1208232268691062,2.759476900100708,1.2718,0.6895,2.21,0.9015505879886443,0.7365920444169669,2.202343493261483,0.9017788281943252,0.738256390901128,2.2017503576190913,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435766.41,0.9080755320995216,0.7448794563836252,2.202100417054165,0.8936937348658067,0.7138175133223451,2.192222022989449,0.0143817972337149,0.03106194306128,0.009878394064716,0.0356267184527527,0.875,0.716,2.2,-0.5780425667762756,-0.10587607696652411,0.6884990334510803,1.2718,0.6895,2.21,0.9074535774928393,0.7404225282921922,2.2008700126991054,0.9077003453552286,0.7420481531440001,2.2002578627466582,0.06258217897266148,0.08417333289980886,0.2580977529287338
timestamp,QR_motioncap_brushless_Light_top_NoWind_test2,top,2,5,5,1766435766.56,0.9058254971727088,0.7350526301955294,2.2022296542334376,0.8974644888965103,0.7153533807243788,2.192623805819676,0.0083610082761984,0.0196992494711505,0.0096058484137615,0.0234571782802077,0.875,0.716,2.2,-0.7310261130332947,0.5743823051452638,-1.2076785564422607,1.2718,0.6895,2.21,0.9067993990166654,0.7426544931765177,2.205318307176065,0.9070483326448089,0.7442809801087077,2.2047063726346625,0.06258217897266148,0.08417333289980886,0.2580977529287338
